,Date,Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RISK_MM,RainTomorrow
22639,2014-10-13,NorfolkIsland,14.3,19.1,0.0,7.0,9.1,SE,35.0,ESE,ESE,15.0,19.0,51.0,68.0,1021.3,1019.6,5.0,7.0,18.1,17.4,No,0.0,No
22640,2014-10-14,NorfolkIsland,13.3,20.7,0.0,5.0,9.5,ENE,35.0,E,ENE,22.0,22.0,64.0,58.0,1021.3,1020.4,5.0,4.0,18.2,19.4,No,0.0,No
22641,2014-10-15,NorfolkIsland,14.0,21.1,0.0,6.6,6.2,ENE,37.0,NE,NE,15.0,20.0,58.0,80.0,1022.8,1021.1,1.0,7.0,19.3,18.5,No,0.0,No
22642,2014-10-16,NorfolkIsland,17.4,21.5,0.0,3.6,7.2,NE,44.0,NE,NE,30.0,20.0,79.0,76.0,1022.0,1020.7,7.0,7.0,19.3,20.2,No,2.6,Yes
22643,2014-10-17,NorfolkIsland,17.5,21.3,2.6,3.6,1.5,NE,35.0,NNE,NE,22.0,17.0,94.0,88.0,1021.3,1019.3,7.0,7.0,17.5,19.7,Yes,18.8,Yes
22644,2014-10-18,NorfolkIsland,16.7,20.8,18.8,3.6,0.0,NNE,35.0,WNW,WSW,9.0,7.0,88.0,95.0,1020.7,1019.0,8.0,8.0,18.6,17.0,Yes,32.2,Yes
22645,2014-10-19,NorfolkIsland,16.2,20.2,32.2,2.6,10.5,SE,43.0,SSE,SSE,20.0,22.0,73.0,60.0,1021.9,1020.4,5.0,1.0,17.7,18.6,Yes,0.0,No
22646,2014-10-20,NorfolkIsland,14.6,19.5,0.0,6.0,11.5,SSE,33.0,S,SSE,19.0,20.0,63.0,62.0,1022.8,1020.7,5.0,6.0,18.0,18.6,No,0.0,No
22647,2014-10-21,NorfolkIsland,14.3,19.5,0.0,5.4,7.8,SW,31.0,SSW,SW,13.0,20.0,51.0,53.0,1022.7,1020.8,7.0,5.0,17.2,18.9,No,3.2,Yes
22648,2014-10-22,NorfolkIsland,13.9,19.1,3.2,4.6,9.2,S,33.0,S,SW,19.0,19.0,57.0,58.0,1020.2,1018.3,7.0,2.0,17.1,17.8,Yes,0.0,No
22649,2014-10-23,NorfolkIsland,14.3,20.0,0.0,5.0,10.8,SSW,33.0,SW,S,19.0,22.0,67.0,57.0,1018.6,1017.2,5.0,3.0,17.6,19.0,No,0.0,No
22650,2014-10-24,NorfolkIsland,15.0,20.6,0.0,5.8,12.2,SSE,33.0,SSE,SE,19.0,15.0,65.0,62.0,1021.1,1020.0,2.0,1.0,18.2,19.2,No,0.0,No
22651,2014-10-25,NorfolkIsland,15.2,19.9,0.0,5.6,7.2,S,33.0,SE,ESE,13.0,20.0,72.0,61.0,1021.9,1020.0,7.0,2.0,16.9,19.0,No,1.6,Yes
22652,2014-10-26,NorfolkIsland,14.6,19.2,1.6,5.6,11.0,E,41.0,E,SE,20.0,17.0,58.0,54.0,1021.7,1019.8,1.0,1.0,18.2,18.4,Yes,0.0,No
22653,2014-10-27,NorfolkIsland,12.9,22.0,0.0,5.6,12.6,NW,33.0,NNW,N,11.0,13.0,67.0,61.0,1018.7,1016.8,2.0,1.0,18.3,20.6,No,0.0,No
22654,2014-10-28,NorfolkIsland,17.2,22.3,0.0,5.4,12.4,WNW,37.0,WNW,WNW,20.0,19.0,73.0,66.0,1018.0,1017.0,2.0,1.0,20.4,21.2,No,0.0,No
22655,2014-10-29,NorfolkIsland,18.4,22.7,0.0,5.4,11.5,NNW,43.0,NW,NW,20.0,26.0,80.0,75.0,1016.2,1014.4,5.0,1.0,20.7,21.6,No,0.0,No
22656,2014-10-30,NorfolkIsland,17.9,22.0,0.0,6.2,11.3,SE,35.0,ESE,ESE,19.0,19.0,68.0,64.0,1017.8,1016.9,1.0,2.0,19.8,20.7,No,0.0,No
22657,2014-10-31,NorfolkIsland,14.6,22.2,0.0,5.6,11.9,SE,30.0,SE,SE,15.0,19.0,71.0,65.0,1020.6,1019.6,1.0,1.0,19.0,20.8,No,0.0,No
22658,2014-11-01,NorfolkIsland,14.9,21.9,0.0,5.4,6.7,ENE,43.0,E,ENE,26.0,28.0,66.0,70.0,1022.6,1020.0,3.0,4.0,19.9,21.0,No,1.6,Yes
22659,2014-11-02,NorfolkIsland,18.5,24.0,1.6,5.0,10.2,NNE,39.0,NNE,NW,20.0,20.0,87.0,70.0,1019.7,1018.0,7.0,6.0,21.0,23.6,Yes,0.0,No
22660,2014-11-03,NorfolkIsland,18.7,23.0,0.0,4.8,2.7,SE,35.0,NW,SSE,19.0,15.0,78.0,87.0,1018.4,1017.1,6.0,8.0,21.6,19.4,No,19.6,Yes
22661,2014-11-04,NorfolkIsland,14.8,18.8,19.6,5.4,0.9,SE,41.0,SSE,SE,22.0,26.0,96.0,68.0,1019.9,1018.0,8.0,7.0,14.8,18.3,Yes,8.4,Yes
22662,2014-11-05,NorfolkIsland,14.8,20.2,8.4,3.4,10.8,SSE,35.0,SE,SE,22.0,22.0,61.0,51.0,1021.0,1019.4,3.0,1.0,18.4,18.9,Yes,0.0,No
22663,2014-11-06,NorfolkIsland,13.3,20.0,0.0,6.2,11.4,E,46.0,ESE,E,24.0,22.0,60.0,51.0,1020.4,1019.7,2.0,7.0,17.8,18.7,No,0.0,No
22664,2014-11-07,NorfolkIsland,15.3,21.2,0.0,6.6,7.3,E,50.0,E,ENE,30.0,28.0,59.0,67.0,1020.6,1018.6,6.0,7.0,20.0,18.7,No,0.4,No
22665,2014-11-08,NorfolkIsland,16.7,21.4,0.4,6.4,6.5,E,52.0,E,E,28.0,26.0,62.0,76.0,1019.4,1017.1,7.0,6.0,19.8,19.3,No,6.0,Yes
22666,2014-11-09,NorfolkIsland,15.7,20.3,6.0,7.4,11.8,ESE,56.0,ESE,ESE,28.0,28.0,61.0,54.0,1018.2,1017.6,6.0,5.0,19.0,18.7,Yes,0.0,No
22667,2014-11-10,NorfolkIsland,16.4,20.5,0.0,7.4,11.4,ESE,39.0,ESE,SE,26.0,24.0,56.0,56.0,1017.6,1016.1,7.0,3.0,19.8,19.5,No,0.0,No
22668,2014-11-11,NorfolkIsland,14.6,20.3,0.0,7.6,12.6,WSW,35.0,SSE,WSW,15.0,17.0,48.0,52.0,1016.4,1014.2,1.0,1.0,19.1,19.4,No,0.2,No
22669,2014-11-12,NorfolkIsland,17.7,21.7,0.2,6.4,8.6,WSW,43.0,SW,WSW,22.0,26.0,70.0,62.0,1013.6,1010.9,4.0,,20.1,20.4,No,0.8,No
22670,2014-11-13,NorfolkIsland,15.4,20.6,0.8,7.1,9.6,WSW,56.0,SSW,S,26.0,28.0,66.0,55.0,1014.4,1015.4,4.0,2.0,19.2,18.7,No,0.0,No
22671,2014-11-14,NorfolkIsland,12.5,19.4,0.0,6.8,12.9,S,28.0,SSE,SSE,17.0,15.0,43.0,47.0,1021.9,1020.5,1.0,1.0,17.7,18.3,No,0.0,No
22672,2014-11-15,NorfolkIsland,13.4,21.2,0.0,5.8,12.3,WNW,35.0,NW,WNW,15.0,20.0,53.0,52.0,1019.4,1017.2,1.0,3.0,18.8,20.7,No,0.0,No
22673,2014-11-16,NorfolkIsland,17.7,23.0,0.0,6.6,10.0,WNW,41.0,WNW,WNW,24.0,24.0,73.0,71.0,1015.7,1013.5,6.0,3.0,20.8,22.0,No,0.0,No
22674,2014-11-17,NorfolkIsland,19.0,23.5,0.0,6.4,9.7,WNW,52.0,NW,NW,20.0,28.0,82.0,77.0,1014.2,1012.5,5.0,6.0,20.9,22.9,No,3.4,Yes
22675,2014-11-18,NorfolkIsland,18.0,22.4,3.4,5.2,9.4,WNW,39.0,SSE,SSW,17.0,17.0,86.0,69.0,,1015.6,6.0,6.0,19.9,22.1,Yes,0.0,No
22676,2014-11-19,NorfolkIsland,17.2,22.6,0.0,5.4,12.7,SSW,33.0,SSE,S,17.0,22.0,63.0,60.0,1019.7,1018.7,4.0,2.0,19.9,21.2,No,0.0,No
22677,2014-11-20,NorfolkIsland,16.1,22.1,0.0,7.0,12.4,SSE,33.0,SE,SE,17.0,19.0,65.0,56.0,1022.9,1022.1,6.0,2.0,20.0,20.7,No,0.0,No
22678,2014-11-21,NorfolkIsland,15.0,22.1,0.0,7.0,11.6,E,33.0,ENE,ENE,17.0,19.0,53.0,58.0,1023.8,1020.9,5.0,1.0,20.5,20.4,No,0.0,No
22679,2014-11-22,NorfolkIsland,17.0,22.8,0.0,7.0,10.9,ENE,31.0,NE,ESE,11.0,19.0,53.0,55.0,1022.4,1021.4,7.0,1.0,20.6,21.3,No,0.0,No
22680,2014-11-23,NorfolkIsland,15.3,23.3,0.0,5.8,10.8,ENE,28.0,NE,NE,13.0,15.0,59.0,60.0,1023.0,1021.9,3.0,2.0,20.4,21.2,No,0.0,No
22681,2014-11-24,NorfolkIsland,15.7,22.7,0.0,5.4,9.3,SW,26.0,NE,SE,13.0,13.0,65.0,64.0,1022.7,1021.5,5.0,7.0,20.7,21.3,No,0.0,No
22682,2014-11-25,NorfolkIsland,15.6,23.8,0.0,4.8,11.8,E,35.0,NE,SW,15.0,6.0,64.0,61.0,1020.7,1018.8,2.0,1.0,21.5,22.2,No,0.0,No
22683,2014-11-26,NorfolkIsland,16.9,23.8,0.0,6.0,10.4,ENE,30.0,NE,ESE,17.0,15.0,63.0,61.0,1019.4,1018.5,1.0,3.0,21.8,23.0,No,0.0,No
22684,2014-11-27,NorfolkIsland,17.8,22.9,0.0,5.8,0.5,SSE,19.0,NNE,SSE,11.0,9.0,71.0,69.0,1018.3,1015.7,7.0,7.0,21.6,21.9,No,0.0,No
22685,2014-11-28,NorfolkIsland,17.4,23.5,0.0,1.8,3.9,SE,41.0,NW,SSE,13.0,22.0,66.0,90.0,1015.2,1014.6,7.0,8.0,22.1,19.3,No,1.0,No
22686,2014-11-29,NorfolkIsland,17.2,21.5,1.0,6.2,10.0,SE,37.0,SE,SE,24.0,20.0,53.0,50.0,1017.5,1016.3,3.0,7.0,19.5,20.0,No,0.0,No
22687,2014-11-30,NorfolkIsland,14.9,21.8,0.0,7.0,12.8,SSE,39.0,ESE,SE,17.0,20.0,43.0,52.0,1016.8,1015.4,1.0,1.0,20.6,20.5,No,0.0,No
22688,2014-12-01,NorfolkIsland,15.4,22.5,0.0,8.0,12.2,SSE,33.0,SSE,SE,20.0,13.0,40.0,43.0,1016.5,1015.3,2.0,1.0,20.5,21.5,No,0.0,No
22689,2014-12-02,NorfolkIsland,16.3,22.3,0.0,7.6,11.0,SE,41.0,ESE,SE,24.0,24.0,62.0,53.0,1019.6,1019.6,2.0,5.0,20.3,20.5,No,0.0,No
22690,2014-12-03,NorfolkIsland,17.2,22.9,0.0,8.8,9.2,E,52.0,E,ENE,26.0,30.0,62.0,49.0,1023.0,1022.0,7.0,5.0,19.8,21.6,No,0.0,No
22691,2014-12-04,NorfolkIsland,18.4,24.3,0.0,8.6,9.4,NE,52.0,ENE,NE,26.0,30.0,63.0,59.0,1022.9,1021.8,8.0,5.0,21.3,22.6,No,0.0,No
22692,2014-12-05,NorfolkIsland,18.8,24.1,0.0,8.4,11.2,ENE,54.0,NE,ENE,28.0,33.0,65.0,61.0,1021.8,1020.1,6.0,1.0,21.8,23.1,No,0.0,No
22693,2014-12-06,NorfolkIsland,18.7,23.8,0.0,8.6,9.7,ENE,48.0,ENE,ENE,26.0,28.0,61.0,63.0,1021.1,1020.4,4.0,6.0,22.4,22.2,No,0.0,No
22694,2014-12-07,NorfolkIsland,17.9,24.5,0.0,6.8,11.8,NE,41.0,ENE,ENE,28.0,26.0,64.0,66.0,1021.9,1021.5,4.0,3.0,22.8,23.5,No,0.0,No
22695,2014-12-08,NorfolkIsland,18.5,23.9,0.0,7.0,13.2,E,41.0,E,NE,26.0,22.0,68.0,64.0,1023.0,1021.6,3.0,1.0,21.7,21.9,No,0.0,No
22696,2014-12-09,NorfolkIsland,17.2,23.5,0.0,8.0,11.3,ENE,33.0,NE,NE,17.0,15.0,55.0,56.0,1021.5,1018.9,1.0,1.0,21.3,21.9,No,0.0,No
22697,2014-12-10,NorfolkIsland,17.5,25.0,0.0,6.4,8.9,NW,33.0,NNW,W,11.0,19.0,59.0,58.0,1016.3,1014.2,7.0,5.0,22.1,23.8,No,0.0,No
22698,2014-12-11,NorfolkIsland,20.0,25.0,0.0,6.2,7.1,WNW,39.0,WNW,NNW,15.0,19.0,81.0,70.0,1013.8,1012.3,7.0,3.0,20.6,24.0,No,0.6,No
22699,2014-12-12,NorfolkIsland,19.9,25.8,0.6,5.6,9.5,WNW,33.0,NW,N,15.0,17.0,74.0,70.0,1012.7,1012.0,7.0,7.0,22.9,24.0,No,0.0,No
22700,2014-12-13,NorfolkIsland,21.0,25.0,0.0,6.0,1.1,N,54.0,NNW,NNW,24.0,20.0,85.0,90.0,1008.8,1006.9,7.0,8.0,22.9,22.7,No,43.8,Yes
22701,2014-12-14,NorfolkIsland,19.9,21.4,43.8,4.4,0.0,NW,59.0,W,WSW,15.0,17.0,96.0,95.0,1006.5,1005.2,8.0,7.0,20.4,20.1,Yes,15.4,Yes
22702,2014-12-15,NorfolkIsland,18.5,22.6,15.4,1.0,0.1,NNE,63.0,SW,NE,4.0,26.0,86.0,93.0,1006.1,1003.3,7.0,7.0,21.1,21.0,Yes,54.8,Yes
22703,2014-12-16,NorfolkIsland,18.9,23.7,54.8,,5.5,SSW,67.0,WNW,W,24.0,30.0,86.0,75.0,1001.6,1001.9,7.0,5.0,22.6,23.1,Yes,1.2,Yes
22704,2014-12-17,NorfolkIsland,19.8,24.9,1.2,6.0,12.3,W,33.0,W,WSW,24.0,20.0,78.0,67.0,1008.1,1009.5,5.0,4.0,22.7,24.4,Yes,0.0,No
22705,2014-12-18,NorfolkIsland,18.3,24.3,0.0,5.4,4.7,ENE,26.0,NNW,ENE,9.0,13.0,77.0,72.0,1016.1,1015.8,1.0,4.0,22.1,23.0,No,0.0,No
22706,2014-12-19,NorfolkIsland,19.5,25.9,0.0,1.8,9.7,NE,35.0,NE,NE,19.0,22.0,83.0,82.0,1015.4,1013.8,5.0,7.0,23.6,24.9,No,1.8,Yes
22707,2014-12-20,NorfolkIsland,22.3,25.0,1.8,5.2,3.2,W,46.0,NW,ESE,15.0,9.0,94.0,77.0,1012.7,1012.0,8.0,7.0,23.3,23.9,Yes,34.4,Yes
22708,2014-12-21,NorfolkIsland,19.7,22.6,34.4,5.6,0.0,SE,37.0,SE,SE,9.0,26.0,93.0,96.0,1014.1,1013.9,7.0,8.0,21.4,20.0,Yes,71.0,Yes
22709,2014-12-22,NorfolkIsland,19.4,23.0,71.0,,0.2,E,39.0,WNW,ENE,9.0,13.0,95.0,95.0,1014.0,1013.7,8.0,8.0,20.5,20.4,Yes,32.6,Yes
22710,2014-12-23,NorfolkIsland,19.7,24.7,32.6,3.0,2.7,ENE,46.0,NE,ENE,17.0,20.0,89.0,71.0,1015.3,1014.5,8.0,6.0,22.9,24.2,Yes,0.4,No
22711,2014-12-24,NorfolkIsland,21.5,25.5,0.4,3.4,9.2,ENE,48.0,ENE,E,31.0,28.0,78.0,77.0,1016.9,1015.6,6.0,5.0,24.0,24.1,No,0.0,No
22712,2014-12-25,NorfolkIsland,20.6,25.2,0.0,6.0,11.2,ENE,50.0,E,E,26.0,33.0,76.0,72.0,1017.2,1015.9,5.0,6.0,23.4,23.8,No,0.0,No
22713,2014-12-26,NorfolkIsland,20.7,25.9,0.0,6.4,12.2,E,50.0,ENE,ENE,30.0,28.0,73.0,74.0,1016.9,1015.8,4.0,6.0,23.7,24.4,No,0.4,No
22714,2014-12-27,NorfolkIsland,20.6,25.4,0.4,6.0,12.4,E,44.0,ENE,ENE,28.0,24.0,76.0,75.0,1018.0,1017.1,2.0,5.0,23.6,24.4,No,0.0,No
22715,2014-12-28,NorfolkIsland,20.5,25.4,0.0,6.0,10.9,ENE,48.0,ENE,E,30.0,30.0,73.0,66.0,1018.8,1017.5,2.0,6.0,23.7,24.4,No,0.0,No
22716,2014-12-29,NorfolkIsland,20.5,25.2,0.0,8.0,11.5,ENE,41.0,ENE,ENE,28.0,26.0,70.0,71.0,1018.2,1016.0,5.0,5.0,23.8,24.4,No,0.0,No
22717,2014-12-30,NorfolkIsland,21.6,25.2,0.0,6.8,2.9,NE,33.0,NNE,NNE,17.0,17.0,80.0,74.0,1015.1,1013.6,7.0,8.0,23.4,23.4,No,5.2,Yes
22718,2014-12-31,NorfolkIsland,20.4,26.2,5.2,3.6,12.7,WNW,26.0,NNW,WNW,11.0,15.0,73.0,72.0,1013.2,1012.7,5.0,3.0,23.7,25.3,Yes,23.8,Yes
22719,2015-01-01,NorfolkIsland,19.7,25.0,23.8,,11.2,SW,33.0,NE,SE,9.0,17.0,92.0,75.0,1016.6,1016.4,5.0,2.0,20.0,24.0,Yes,0.0,No
22720,2015-01-02,NorfolkIsland,18.7,24.9,0.0,5.8,12.1,SE,35.0,SE,SE,17.0,22.0,72.0,67.0,1019.6,1019.4,2.0,3.0,22.7,23.7,No,5.4,Yes
22721,2015-01-03,NorfolkIsland,19.5,25.5,5.4,7.6,9.1,ENE,37.0,E,ENE,20.0,28.0,76.0,77.0,1020.2,1019.5,6.0,7.0,24.0,23.5,Yes,1.2,Yes
22722,2015-01-04,NorfolkIsland,20.5,25.3,1.2,5.0,9.4,E,46.0,E,E,24.0,26.0,71.0,69.0,1020.1,1018.8,7.0,6.0,23.0,24.3,Yes,0.4,No
22723,2015-01-05,NorfolkIsland,20.3,25.8,0.4,7.0,11.9,,,E,ESE,28.0,28.0,67.0,69.0,1018.1,1017.1,3.0,3.0,23.6,23.7,No,1.4,Yes
22724,2015-01-06,NorfolkIsland,19.7,25.1,1.4,7.2,11.7,E,54.0,ESE,ESE,20.0,22.0,77.0,72.0,1017.1,1016.3,5.0,4.0,23.3,23.8,Yes,0.4,No
22725,2015-01-07,NorfolkIsland,20.2,24.9,0.4,6.6,11.3,ESE,50.0,E,ESE,30.0,28.0,67.0,66.0,1016.5,1015.2,2.0,2.0,23.6,23.8,No,4.0,Yes
22726,2015-01-08,NorfolkIsland,19.2,24.7,4.0,8.0,8.7,E,50.0,ESE,ESE,22.0,28.0,77.0,75.0,1014.9,1013.8,6.0,4.0,22.7,24.0,Yes,5.2,Yes
22727,2015-01-09,NorfolkIsland,20.3,25.5,5.2,6.2,11.6,E,54.0,E,E,28.0,31.0,76.0,71.0,1015.3,1015.2,4.0,5.0,23.2,24.5,Yes,0.0,No
22728,2015-01-10,NorfolkIsland,21.1,24.7,0.0,8.0,12.3,E,59.0,E,E,39.0,31.0,69.0,61.0,1017.6,1016.2,4.0,3.0,23.4,23.1,No,0.0,No
22729,2015-01-11,NorfolkIsland,19.7,24.2,0.0,9.2,10.4,E,50.0,E,E,30.0,31.0,66.0,63.0,1016.4,1014.6,5.0,5.0,22.5,22.6,No,0.6,No
22730,2015-01-12,NorfolkIsland,18.1,24.5,0.6,6.4,7.3,ENE,44.0,E,E,26.0,24.0,72.0,57.0,1014.7,1013.2,5.0,4.0,21.9,23.2,No,0.2,No
22731,2015-01-13,NorfolkIsland,19.2,24.9,0.2,7.4,13.1,E,50.0,E,ESE,28.0,30.0,62.0,59.0,1013.7,1011.2,1.0,3.0,23.1,23.6,No,0.0,No
22732,2015-01-14,NorfolkIsland,19.8,24.5,0.0,7.8,11.8,SE,39.0,SE,SE,19.0,24.0,64.0,64.0,1010.8,1008.6,1.0,4.0,22.9,23.6,No,0.0,No
22733,2015-01-15,NorfolkIsland,18.3,24.7,0.0,7.2,12.3,E,30.0,SSE,SE,17.0,17.0,71.0,62.0,1009.7,1008.3,3.0,5.0,22.3,23.1,No,0.0,No
22734,2015-01-16,NorfolkIsland,17.5,25.5,0.0,6.2,8.2,WNW,26.0,W,WNW,9.0,15.0,66.0,64.0,1010.6,1009.7,7.0,5.0,23.1,25.0,No,0.6,No
22735,2015-01-17,NorfolkIsland,21.1,26.8,0.6,5.6,10.5,WNW,41.0,NW,W,17.0,20.0,87.0,75.0,1010.3,1008.7,4.0,3.0,24.5,25.7,No,0.0,No
22736,2015-01-18,NorfolkIsland,21.2,25.2,0.0,6.6,12.1,SW,33.0,SW,SSW,20.0,26.0,69.0,66.0,1010.8,1009.4,2.0,4.0,23.2,24.2,No,0.0,No
22737,2015-01-19,NorfolkIsland,18.6,24.9,0.0,5.2,13.2,SSE,30.0,SSE,SE,15.0,15.0,67.0,67.0,1011.4,1010.9,1.0,1.0,23.3,24.0,No,0.0,No
22738,2015-01-20,NorfolkIsland,18.8,26.3,0.0,5.4,8.6,ENE,43.0,ESE,E,17.0,28.0,75.0,76.0,1013.8,1012.9,5.0,7.0,23.3,24.7,No,3.0,Yes
22739,2015-01-21,NorfolkIsland,20.9,23.5,3.0,4.8,0.0,E,78.0,E,ESE,26.0,30.0,93.0,93.0,1012.0,1009.6,8.0,8.0,22.5,19.7,Yes,76.8,Yes
22740,2015-01-22,NorfolkIsland,18.8,23.7,76.8,,0.0,E,67.0,E,ENE,22.0,35.0,94.0,96.0,1007.5,1006.3,8.0,8.0,23.4,22.6,Yes,31.6,Yes
22741,2015-01-23,NorfolkIsland,22.2,25.1,31.6,1.8,0.6,ENE,59.0,ENE,ENE,33.0,35.0,93.0,91.0,1008.4,1007.3,7.0,7.0,23.6,24.5,Yes,3.0,Yes
22742,2015-01-24,NorfolkIsland,21.9,23.5,3.0,2.6,0.0,ENE,63.0,ENE,ENE,35.0,37.0,91.0,89.0,1011.3,1012.1,7.0,7.0,23.0,23.4,Yes,4.8,Yes
22743,2015-01-25,NorfolkIsland,22.4,24.0,4.8,2.6,0.2,ENE,59.0,ENE,NE,37.0,33.0,83.0,74.0,1013.2,1010.9,8.0,8.0,22.8,22.1,Yes,0.2,No
22744,2015-01-26,NorfolkIsland,21.7,25.1,0.2,3.6,1.1,ENE,56.0,ENE,ENE,33.0,35.0,69.0,71.0,1009.0,1007.0,7.0,7.0,23.0,24.3,No,0.0,No
22745,2015-01-27,NorfolkIsland,21.0,25.3,0.0,7.2,7.2,ENE,44.0,ENE,NE,26.0,28.0,71.0,66.0,1006.8,1005.4,7.0,6.0,22.4,23.5,No,0.0,No
22746,2015-01-28,NorfolkIsland,19.4,25.0,0.0,6.2,11.6,E,44.0,ENE,ENE,31.0,30.0,67.0,68.0,1007.3,1007.0,1.0,4.0,23.5,24.3,No,0.0,No
22747,2015-01-29,NorfolkIsland,21.2,24.8,0.0,8.6,10.7,NE,48.0,NE,NE,24.0,33.0,81.0,79.0,1007.9,1006.3,7.0,6.0,23.0,24.0,No,0.0,No
22748,2015-01-30,NorfolkIsland,22.8,26.8,0.0,5.6,1.4,NNE,39.0,NNE,WNW,20.0,13.0,88.0,94.0,1007.2,1006.7,7.0,8.0,24.3,22.6,No,37.0,Yes
22749,2015-01-31,NorfolkIsland,22.1,25.1,37.0,5.8,3.1,NE,43.0,NE,NE,26.0,19.0,85.0,82.0,1009.3,1008.6,7.0,7.0,23.8,24.0,Yes,0.0,No
22750,2015-02-01,NorfolkIsland,22.0,24.4,0.0,1.4,0.4,NE,48.0,NE,NE,28.0,20.0,83.0,88.0,1008.6,1007.4,8.0,8.0,22.7,22.8,No,1.0,No
22751,2015-02-02,NorfolkIsland,22.0,26.0,1.0,1.0,4.6,NE,37.0,NE,ENE,22.0,24.0,80.0,80.0,1008.5,1008.2,6.0,7.0,24.1,24.9,No,0.0,No
22752,2015-02-03,NorfolkIsland,22.5,26.2,0.0,4.6,0.9,ENE,46.0,E,ENE,22.0,28.0,84.0,88.0,1009.4,1007.9,7.0,8.0,24.4,24.5,No,1.4,Yes
22753,2015-02-04,NorfolkIsland,23.2,27.1,1.4,3.0,2.3,NNE,50.0,NNE,NNW,28.0,17.0,91.0,91.0,1005.9,1005.8,7.0,7.0,24.6,25.2,Yes,8.2,Yes
22754,2015-02-05,NorfolkIsland,22.0,24.1,8.2,2.4,0.2,SE,41.0,ESE,SE,19.0,19.0,96.0,92.0,1011.9,1012.1,8.0,7.0,22.9,23.0,Yes,1.8,Yes
22755,2015-02-06,NorfolkIsland,20.8,24.8,1.8,3.4,9.2,SE,48.0,SSE,SSE,28.0,28.0,61.0,50.0,1016.4,1015.2,5.0,3.0,22.2,23.8,Yes,0.0,No
22756,2015-02-07,NorfolkIsland,19.6,24.1,0.0,8.8,6.3,SE,39.0,SE,SE,22.0,24.0,74.0,57.0,1019.1,1018.7,6.0,2.0,21.7,23.1,No,0.0,No
22757,2015-02-08,NorfolkIsland,20.0,25.0,0.0,6.0,1.1,SE,37.0,ESE,E,13.0,22.0,64.0,58.0,1020.7,1019.2,7.0,7.0,21.8,24.0,No,0.0,No
22758,2015-02-09,NorfolkIsland,20.2,25.5,0.0,6.0,7.1,SE,41.0,ESE,ESE,19.0,24.0,65.0,62.0,1018.6,1017.9,6.0,4.0,23.4,24.2,No,5.2,Yes
22759,2015-02-10,NorfolkIsland,20.0,25.5,5.2,8.2,11.4,ESE,54.0,E,ESE,30.0,30.0,77.0,65.0,1019.2,1018.6,4.0,3.0,23.1,23.6,Yes,0.4,No
22760,2015-02-11,NorfolkIsland,20.7,25.5,0.4,7.8,11.0,ESE,54.0,ESE,ESE,28.0,31.0,66.0,62.0,1019.9,1018.2,3.0,3.0,22.7,24.3,No,0.8,No
22761,2015-02-12,NorfolkIsland,20.2,25.5,0.8,6.8,11.5,ESE,50.0,ESE,ESE,24.0,26.0,73.0,66.0,1019.0,1017.0,5.0,5.0,22.9,24.6,No,0.0,No
22762,2015-02-13,NorfolkIsland,20.7,25.7,0.0,8.0,11.6,ESE,46.0,ESE,ESE,28.0,28.0,67.0,60.0,1018.5,1017.7,5.0,3.0,22.8,24.1,No,0.0,No
22763,2015-02-14,NorfolkIsland,20.0,24.0,0.0,9.0,5.0,E,52.0,ESE,ESE,20.0,22.0,62.0,54.0,1019.9,1018.1,6.0,7.0,23.1,23.0,No,0.0,No
22764,2015-02-15,NorfolkIsland,20.4,25.0,0.0,6.8,10.4,ESE,52.0,ESE,E,24.0,30.0,58.0,59.0,1018.8,1016.0,1.0,4.0,22.9,23.6,No,0.0,No
22765,2015-02-16,NorfolkIsland,20.8,25.9,0.0,7.2,4.9,ENE,65.0,E,E,33.0,35.0,68.0,71.0,1016.0,1015.3,5.0,7.0,23.4,22.2,No,3.2,Yes
22766,2015-02-17,NorfolkIsland,20.0,22.0,3.2,7.2,0.6,E,65.0,E,E,35.0,33.0,83.0,89.0,1016.2,1015.5,8.0,8.0,20.3,21.6,Yes,10.0,Yes
22767,2015-02-18,NorfolkIsland,20.3,22.5,10.0,2.8,0.0,E,61.0,E,ESE,24.0,30.0,92.0,95.0,1017.5,1016.7,8.0,8.0,22.0,21.6,Yes,8.6,Yes
22768,2015-02-19,NorfolkIsland,20.3,25.0,8.6,0.8,8.4,E,57.0,E,ESE,30.0,31.0,82.0,62.0,1019.6,1018.3,7.0,4.0,22.2,23.6,Yes,0.0,No
22769,2015-02-20,NorfolkIsland,19.8,25.4,0.0,7.4,11.1,E,50.0,ESE,E,24.0,28.0,65.0,54.0,1019.7,1017.8,4.0,2.0,22.3,23.5,No,0.0,No
22770,2015-02-21,NorfolkIsland,20.4,26.1,0.0,8.0,11.1,E,50.0,E,E,28.0,35.0,67.0,58.0,1019.3,1017.2,3.0,2.0,22.7,24.3,No,0.0,No
22771,2015-02-22,NorfolkIsland,20.0,26.4,0.0,7.2,7.6,E,46.0,ENE,E,28.0,31.0,69.0,65.0,1018.5,1016.3,6.0,7.0,23.3,23.8,No,0.0,No
